Datetime,Open,High,Low,Close,Volume
2023-03-01 12:55:00+05:30,17427.4,17429.75,17416.85,17422.05,0
2023-03-01 13:00:00+05:30,17422.3,17423.95,17414.15,17415.05,0
2023-03-01 13:05:00+05:30,17414.7,17418.0,17411.75,17414.15,0
2023-03-01 13:10:00+05:30,17414.5,17416.35,17410.8,17414.25,0
2023-03-01 13:15:00+05:30,17415.2,17420.6,17402.0,17402.15,0
2023-03-01 13:20:00+05:30,17402.8,17417.15,17401.8,17408.95,0
2023-03-01 13:25:00+05:30,17410.1,17421.45,17408.75,17421.15,0
2023-03-01 13:30:00+05:30,17420.9,17421.05,17408.6,17410.75,0
2023-03-01 13:35:00+05:30,17410.45,17421.0,17410.4,17419.15,0
2023-03-01 13:40:00+05:30,17419.0,17422.05,17413.25,17420.55,0
2023-03-01 13:45:00+05:30,17421.65,17430.55,17421.55,17427.85,0
2023-03-01 13:50:00+05:30,17428.25,17445.05,17428.2,17428.6,0
2023-03-01 13:55:00+05:30,17429.15,17430.65,17415.4,17423.8,0
2023-03-01 14:00:00+05:30,17423.4,17441.2,17423.0,17438.05,0
2023-03-01 14:05:00+05:30,17437.9,17441.95,17432.4,17441.95,0
2023-03-01 14:10:00+05:30,17441.75,17442.9,17436.55,17442.9,0
2023-03-01 14:15:00+05:30,17442.4,17443.35,17431.65,17438.65,0
2023-03-01 14:20:00+05:30,17439.2,17439.65,17428.55,17435.65,0
2023-03-01 14:25:00+05:30,17435.15,17448.25,17432.6,17445.75,0
2023-03-01 14:30:00+05:30,17446.15,17455.5,17446.15,17450.6,0
2023-03-01 14:35:00+05:30,17451.75,17456.75,17448.55,17452.4,0
2023-03-01 14:40:00+05:30,17453.65,17466.15,17452.55,17465.55,0
2023-03-01 14:45:00+05:30,17466.05,17467.5,17457.6,17460.05,0
2023-03-01 14:50:00+05:30,17460.0,17461.3,17451.85,17456.0,0
2023-03-01 14:55:00+05:30,17456.75,17458.65,17450.1,17451.1,0
2023-03-01 15:00:00+05:30,17451.2,17461.55,17442.9,17449.1,0
2023-03-01 15:05:00+05:30,17449.65,17457.15,17448.1,17450.9,0
2023-03-01 15:10:00+05:30,17451.25,17451.7,17446.05,17447.1,0
2023-03-01 15:15:00+05:30,17447.15,17452.05,17447.05,17450.3,0
2023-03-01 15:20:00+05:30,17449.65,17456.1,17445.9,17455.1,0
2023-03-01 15:25:00+05:30,17455.45,17459.4,17451.65,17457.85,0
2023-03-02 09:15:00+05:30,17421.5,17444.55,17421.5,17432.55,0
2023-03-02 09:20:00+05:30,17432.05,17432.05,17403.15,17407.45,0
2023-03-02 09:25:00+05:30,17406.05,17406.7,17372.7,17377.1,0
2023-03-02 09:30:00+05:30,17375.75,17393.55,17364.15,17372.7,0
2023-03-02 09:35:00+05:30,17372.85,17385.8,17370.05,17371.9,0
2023-03-02 09:40:00+05:30,17372.25,17389.65,17372.25,17388.15,0
2023-03-02 09:45:00+05:30,17388.75,17393.45,17367.1,17372.45,0
2023-03-02 09:50:00+05:30,17371.95,17372.5,17357.55,17365.0,0
2023-03-02 09:55:00+05:30,17365.35,17370.15,17348.0,17348.0,0
2023-03-02 10:00:00+05:30,17346.7,17374.2,17344.45,17361.1,0
2023-03-02 10:05:00+05:30,17360.15,17363.55,17345.25,17360.1,0
2023-03-02 10:10:00+05:30,17360.7,17366.1,17347.25,17353.8,0
2023-03-02 10:15:00+05:30,17354.5,17360.9,17345.7,17351.75,0
2023-03-02 10:20:00+05:30,17353.25,17367.85,17349.45,17363.5,0
2023-03-02 10:25:00+05:30,17363.85,17373.75,17361.1,17370.75,0
2023-03-02 10:30:00+05:30,17371.4,17385.3,17371.3,17379.8,0
2023-03-02 10:35:00+05:30,17379.6,17387.55,17376.0,17386.55,0
2023-03-02 10:40:00+05:30,17385.7,17387.4,17378.2,17382.95,0
2023-03-02 10:45:00+05:30,17382.85,17388.0,17368.8,17374.5,0
2023-03-02 10:50:00+05:30,17373.9,17374.25,17356.4,17356.55,0
2023-03-02 10:55:00+05:30,17356.55,17365.9,17356.15,17365.9,0
2023-03-02 11:00:00+05:30,17365.65,17379.25,17365.4,17371.0,0
2023-03-02 11:05:00+05:30,17371.05,17372.0,17358.85,17365.1,0
2023-03-02 11:10:00+05:30,17365.05,17376.1,17358.1,17376.1,0
2023-03-02 11:15:00+05:30,17376.05,17380.95,17366.05,17369.35,0
2023-03-02 11:20:00+05:30,17369.9,17369.9,17363.0,17364.45,0
2023-03-02 11:25:00+05:30,17365.2,17374.0,17363.6,17373.0,0
2023-03-02 11:30:00+05:30,17373.45,17373.9,17369.45,17371.75,0
2023-03-02 11:35:00+05:30,17372.4,17379.45,17371.05,17374.75,0
2023-03-02 11:40:00+05:30,17374.95,17380.45,17373.95,17376.05,0
2023-03-02 11:45:00+05:30,17375.5,17379.35,17374.35,17376.6,0
2023-03-02 11:50:00+05:30,17376.25,17380.3,17373.95,17376.8,0
2023-03-02 11:55:00+05:30,17376.7,17384.1,17376.55,17383.05,0
2023-03-02 12:00:00+05:30,17382.35,17390.05,17381.25,17389.8,0
2023-03-02 12:05:00+05:30,17389.7,17401.8,17383.1,17383.1,0
2023-03-02 12:10:00+05:30,17383.15,17397.3,17383.15,17386.8,0
2023-03-02 12:15:00+05:30,17387.35,17391.8,17370.7,17389.75,0
2023-03-02 12:20:00+05:30,17389.0,17390.0,17374.6,17379.55,0
2023-03-02 12:25:00+05:30,17379.2,17382.7,17375.0,17378.85,0
2023-03-02 12:30:00+05:30,17379.45,17385.1,17377.05,17384.55,0
2023-03-02 12:35:00+05:30,17384.5,17386.75,17377.75,17378.05,0
2023-03-02 12:40:00+05:30,17379.15,17382.6,17377.3,17377.8,0
2023-03-02 12:45:00+05:30,17377.6,17387.2,17370.55,17386.8,0
2023-03-02 12:50:00+05:30,17386.7,17388.3,17377.25,17377.25,0
2023-03-02 12:55:00+05:30,17377.8,17380.75,17371.3,17372.1,0
2023-03-02 13:00:00+05:30,17372.1,17383.5,17355.85,17356.7,0
2023-03-02 13:05:00+05:30,17357.3,17368.8,17352.3,17355.4,0
2023-03-02 13:10:00+05:30,17356.3,17368.25,17350.6,17350.6,0
2023-03-02 13:15:00+05:30,17350.75,17360.4,17348.85,17358.55,0
2023-03-02 13:20:00+05:30,17358.15,17368.15,17356.7,17360.3,0
2023-03-02 13:25:00+05:30,17361.6,17362.35,17352.4,17353.85,0
2023-03-02 13:30:00+05:30,17353.05,17355.75,17330.75,17330.75,0
2023-03-02 13:35:00+05:30,17331.3,17332.85,17323.85,17327.4,0
2023-03-02 13:40:00+05:30,17327.6,17328.05,17316.05,17316.05,0
2023-03-02 13:45:00+05:30,17316.0,17326.75,17313.4,17324.1,0
2023-03-02 13:50:00+05:30,17324.35,17326.15,17317.55,17321.45,0
2023-03-02 13:55:00+05:30,17321.05,17325.85,17319.0,17320.9,0
2023-03-02 14:00:00+05:30,17321.05,17324.15,17306.5,17313.25,0
2023-03-02 14:05:00+05:30,17313.25,17319.9,17312.5,17316.65,0
2023-03-02 14:10:00+05:30,17317.0,17339.65,17316.65,17334.3,0
2023-03-02 14:15:00+05:30,17334.45,17335.45,17324.8,17328.4,0
2023-03-02 14:20:00+05:30,17328.35,17345.4,17327.9,17337.2,0
2023-03-02 14:25:00+05:30,17337.6,17338.0,17329.75,17335.75,0
2023-03-02 14:30:00+05:30,17337.2,17343.2,17329.3,17340.3,0
2023-03-02 14:35:00+05:30,17340.25,17340.5,17317.75,17328.85,0
2023-03-02 14:40:00+05:30,17328.75,17329.6,17322.05,17323.85,0
2023-03-02 14:45:00+05:30,17323.65,17332.25,17322.45,17328.0,0
2023-03-02 14:50:00+05:30,17328.5,17333.55,17314.35,17327.05,0
2023-03-02 14:55:00+05:30,17326.8,17329.1,17324.0,17327.9,0
2023-03-02 15:00:00+05:30,17328.8,17335.85,17319.65,17327.95,0
2023-03-02 15:05:00+05:30,17327.7,17332.3,17319.3,17321.25,0
2023-03-02 15:10:00+05:30,17320.8,17331.9,17320.25,17329.4,0
2023-03-02 15:15:00+05:30,17329.95,17330.65,17319.95,17320.85,0
2023-03-02 15:20:00+05:30,17320.75,17322.25,17316.45,17318.2,0
2023-03-02 15:25:00+05:30,17318.55,17321.05,17311.45,17318.65,0
2023-03-03 09:15:00+05:30,17451.25,17458.9,17430.5,17456.9,0
2023-03-03 09:20:00+05:30,17457.05,17474.4,17453.6,17474.4,0
2023-03-03 09:25:00+05:30,17476.0,17480.4,17464.2,17467.0,0
2023-03-03 09:30:00+05:30,17469.25,17487.0,17461.0,17461.0,0
2023-03-03 09:35:00+05:30,17461.75,17478.35,17453.3,17472.8,0
2023-03-03 09:40:00+05:30,17473.65,17476.15,17453.1,17462.9,0
2023-03-03 09:45:00+05:30,17463.5,17482.95,17462.4,17473.35,0
2023-03-03 09:50:00+05:30,17473.25,17490.1,17468.85,17490.1,0
2023-03-03 09:55:00+05:30,17489.2,17495.25,17484.85,17485.95,0
2023-03-03 10:00:00+05:30,17485.75,17492.35,17474.0,17481.95,0
2023-03-03 10:05:00+05:30,17482.15,17497.55,17480.55,17493.85,0
2023-03-03 10:10:00+05:30,17494.35,17514.3,17493.8,17512.65,0
2023-03-03 10:15:00+05:30,17513.9,17527.3,17508.55,17523.3,0
2023-03-03 10:20:00+05:30,17523.4,17525.55,17514.05,17519.6,0
2023-03-03 10:25:00+05:30,17519.9,17521.6,17513.05,17521.2,0
2023-03-03 10:30:00+05:30,17520.5,17527.5,17516.75,17518.55,0
2023-03-03 10:35:00+05:30,17517.9,17524.85,17516.75,17523.7,0
2023-03-03 10:40:00+05:30,17523.55,17533.8,17523.55,17531.3,0
2023-03-03 10:45:00+05:30,17531.45,17555.85,17530.5,17546.85,0
2023-03-03 10:50:00+05:30,17546.6,17550.4,17541.2,17544.65,0
2023-03-03 10:55:00+05:30,17544.25,17549.3,17540.65,17542.1,0
2023-03-03 11:00:00+05:30,17542.9,17548.2,17541.5,17542.45,0
2023-03-03 11:05:00+05:30,17542.05,17555.75,17536.5,17553.2,0
2023-03-03 11:10:00+05:30,17553.5,17554.2,17539.9,17547.85,0
2023-03-03 11:15:00+05:30,17547.5,17550.5,17534.9,17550.05,0
2023-03-03 11:20:00+05:30,17547.45,17563.35,17546.7,17556.15,0
2023-03-03 11:25:00+05:30,17556.2,17569.0,17552.8,17561.75,0
2023-03-03 11:30:00+05:30,17562.15,17574.15,17561.05,17570.95,0
2023-03-03 11:35:00+05:30,17571.75,17577.2,17567.4,17577.15,0
2023-03-03 11:40:00+05:30,17577.15,17578.45,17572.9,17575.15,0
2023-03-03 11:45:00+05:30,17575.65,17577.0,17565.95,17574.45,0
2023-03-03 11:50:00+05:30,17574.15,17575.85,17568.3,17570.0,0
2023-03-03 11:55:00+05:30,17569.95,17570.35,17563.3,17566.6,0
2023-03-03 12:00:00+05:30,17566.3,17568.6,17563.75,17567.55,0
2023-03-03 12:05:00+05:30,17567.7,17577.25,17567.65,17576.3,0
2023-03-03 12:10:00+05:30,17576.05,17578.05,17569.05,17570.55,0
2023-03-03 12:15:00+05:30,17570.55,17574.95,17569.0,17573.45,0
2023-03-03 12:20:00+05:30,17573.1,17575.25,17567.4,17569.35,0
2023-03-03 12:25:00+05:30,17569.5,17570.4,17559.55,17560.65,0
2023-03-03 12:30:00+05:30,17559.95,17563.95,17552.4,17554.15,0
2023-03-03 12:35:00+05:30,17553.1,17557.95,17544.0,17548.0,0
2023-03-03 12:40:00+05:30,17548.4,17548.45,17535.9,17540.2,0
2023-03-03 12:45:00+05:30,17540.9,17550.1,17540.75,17541.4,0
2023-03-03 12:50:00+05:30,17541.55,17546.75,17539.9,17546.1,0
2023-03-03 12:55:00+05:30,17546.35,17557.85,17544.85,17556.2,0
2023-03-03 13:00:00+05:30,17557.25,17564.25,17556.5,17560.6,0
2023-03-03 13:05:00+05:30,17560.3,17565.65,17553.4,17557.9,0
2023-03-03 13:10:00+05:30,17557.2,17565.1,17555.05,17561.65,0
2023-03-03 13:15:00+05:30,17561.05,17571.7,17560.55,17570.85,0
2023-03-03 13:20:00+05:30,17570.65,17579.05,17565.35,17577.1,0
2023-03-03 13:25:00+05:30,17577.55,17578.0,17571.3,17573.15,0
2023-03-03 13:30:00+05:30,17573.45,17591.6,17572.7,17589.3,0
2023-03-03 13:35:00+05:30,17588.95,17597.3,17588.35,17591.4,0
2023-03-03 13:40:00+05:30,17591.6,17603.8,17591.2,17603.2,0
2023-03-03 13:45:00+05:30,17602.7,17606.45,17597.3,17600.55,0
2023-03-03 13:50:00+05:30,17600.5,17607.65,17596.7,17602.55,0
2023-03-03 13:55:00+05:30,17602.6,17606.8,17596.85,17598.0,0
2023-03-03 14:00:00+05:30,17597.75,17611.85,17596.95,17610.8,0
2023-03-03 14:05:00+05:30,17611.35,17613.0,17600.25,17605.7,0
2023-03-03 14:10:00+05:30,17606.05,17613.75,17605.1,17609.75,0
2023-03-03 14:15:00+05:30,17609.7,17617.9,17609.2,17610.35,0
2023-03-03 14:20:00+05:30,17610.15,17616.9,17609.4,17616.45,0
2023-03-03 14:25:00+05:30,17616.35,17628.35,17614.45,17624.25,0
2023-03-03 14:30:00+05:30,17623.8,17627.35,17619.3,17623.2,0
2023-03-03 14:35:00+05:30,17622.1,17626.3,17619.9,17625.2,0
2023-03-03 14:40:00+05:30,17625.05,17632.55,17621.65,17623.6,0
2023-03-03 14:45:00+05:30,17622.85,17624.0,17615.1,17619.95,0
2023-03-03 14:50:00+05:30,17619.15,17639.9,17618.65,17638.45,0
2023-03-03 14:55:00+05:30,17638.45,17644.7,17621.75,17627.4,0
2023-03-03 15:00:00+05:30,17626.7,17627.05,17600.25,17600.25,0
2023-03-03 15:05:00+05:30,17600.0,17601.25,17591.0,17595.15,0
2023-03-03 15:10:00+05:30,17593.25,17595.0,17587.2,17591.9,0
2023-03-03 15:15:00+05:30,17591.05,17598.35,17588.35,17592.75,0
2023-03-03 15:20:00+05:30,17591.85,17592.15,17586.05,17588.3,0
2023-03-03 15:25:00+05:30,17587.65,17592.3,17585.0,17592.3,0
2023-03-06 09:15:00+05:30,17680.35,17731.9,17680.35,17728.05,0
2023-03-06 09:20:00+05:30,17728.0,17755.25,17728.0,17741.9,0
2023-03-06 09:25:00+05:30,17741.55,17757.35,17731.0,17749.8,0
2023-03-06 09:30:00+05:30,17751.25,17765.45,17748.4,17749.2,0
2023-03-06 09:35:00+05:30,17747.3,17763.3,17737.6,17763.3,0
2023-03-06 09:40:00+05:30,17763.85,17765.15,17757.75,17763.5,0
2023-03-06 09:45:00+05:30,17763.05,17772.75,17753.6,17761.5,0
2023-03-06 09:50:00+05:30,17766.4,17777.5,17760.55,17771.5,0
2023-03-06 09:55:00+05:30,17771.2,17777.4,17755.45,17767.35,0
2023-03-06 10:00:00+05:30,17767.05,17773.55,17757.95,17759.35,0
2023-03-06 10:05:00+05:30,17758.5,17779.15,17754.65,17772.4,0
2023-03-06 10:10:00+05:30,17772.85,17778.3,17770.65,17775.15,0
2023-03-06 10:15:00+05:30,17775.2,17787.6,17774.25,17785.65,0
2023-03-06 10:20:00+05:30,17785.95,17787.9,17779.2,17782.4,0
2023-03-06 10:25:00+05:30,17783.15,17793.9,17775.15,17776.45,0
2023-03-06 10:30:00+05:30,17775.9,17786.05,17775.9,17782.95,0
2023-03-06 10:35:00+05:30,17783.3,17785.35,17775.65,17784.3,0
2023-03-06 10:40:00+05:30,17783.9,17789.1,17781.95,17783.95,0
2023-03-06 10:45:00+05:30,17783.4,17798.35,17783.25,17794.7,0
2023-03-06 10:50:00+05:30,17795.9,17796.25,17785.1,17785.9,0
2023-03-06 10:55:00+05:30,17785.55,17790.15,17773.0,17776.0,0
2023-03-06 11:00:00+05:30,17776.1,17789.6,17776.1,17784.75,0
2023-03-06 11:05:00+05:30,17784.3,17784.3,17763.4,17770.85,0
2023-03-06 11:10:00+05:30,17770.5,17779.8,17758.25,17779.35,0
2023-03-06 11:15:00+05:30,17779.75,17779.75,17763.5,17766.3,0
2023-03-06 11:20:00+05:30,17764.6,17764.6,17750.9,17751.8,0
2023-03-06 11:25:00+05:30,17751.45,17762.75,17750.05,17762.7,0
2023-03-06 11:30:00+05:30,17762.4,17774.4,17761.5,17771.9,0
2023-03-06 11:35:00+05:30,17771.75,17780.4,17770.0,17775.4,0
2023-03-06 11:40:00+05:30,17775.15,17778.6,17772.05,17774.4,0
2023-03-06 11:45:00+05:30,17774.2,17774.25,17762.9,17764.55,0
2023-03-06 11:50:00+05:30,17764.2,17780.05,17764.2,17772.3,0
2023-03-06 11:55:00+05:30,17772.4,17785.2,17768.5,17784.85,0
2023-03-06 12:00:00+05:30,17784.6,17786.1,17772.45,17774.4,0
2023-03-06 12:05:00+05:30,17774.65,17783.1,17771.1,17772.45,0
2023-03-06 12:10:00+05:30,17772.35,17781.4,17765.45,17779.6,0
2023-03-06 12:15:00+05:30,17779.7,17785.95,17764.7,17775.55,0
2023-03-06 12:20:00+05:30,17774.8,17778.4,17766.4,17777.6,0
2023-03-06 12:25:00+05:30,17777.7,17782.4,17751.95,17759.5,0
2023-03-06 12:30:00+05:30,17758.5,17772.35,17757.9,17761.95,0
2023-03-06 12:35:00+05:30,17762.35,17766.45,17753.7,17760.3,0
2023-03-06 12:40:00+05:30,17760.2,17765.3,17754.5,17762.1,0
2023-03-06 12:45:00+05:30,17762.4,17765.5,17760.85,17762.85,0
2023-03-06 12:50:00+05:30,17763.1,17763.75,17754.1,17754.1,0
2023-03-06 12:55:00+05:30,17754.1,17759.65,17739.4,17759.65,0
2023-03-06 13:00:00+05:30,17759.65,17765.9,17748.2,17762.3,0
2023-03-06 13:05:00+05:30,17762.2,17774.7,17757.35,17773.6,0
2023-03-06 13:10:00+05:30,17774.0,17776.25,17762.65,17770.5,0
2023-03-06 13:15:00+05:30,17770.1,17770.1,17756.7,17766.4,0
2023-03-06 13:20:00+05:30,17765.95,17773.8,17762.6,17767.85,0
2023-03-06 13:25:00+05:30,17766.6,17767.4,17754.25,17754.25,0
2023-03-06 13:30:00+05:30,17753.7,17753.7,17729.05,17729.05,0
2023-03-06 13:35:00+05:30,17729.05,17743.65,17725.75,17742.35,0
2023-03-06 13:40:00+05:30,17741.25,17747.1,17734.15,17734.5,0
2023-03-06 13:45:00+05:30,17734.1,17736.55,17730.0,17734.25,0
2023-03-06 13:50:00+05:30,17734.15,17734.15,17722.3,17725.1,0
2023-03-06 13:55:00+05:30,17725.35,17740.85,17723.85,17733.4,0
2023-03-06 14:00:00+05:30,17733.3,17742.05,17731.35,17740.25,0
2023-03-06 14:05:00+05:30,17738.25,17740.2,17730.35,17739.45,0
2023-03-06 14:10:00+05:30,17739.55,17739.55,17717.45,17723.25,0
2023-03-06 14:15:00+05:30,17722.6,17733.9,17719.95,17731.85,0
2023-03-06 14:20:00+05:30,17732.05,17747.1,17729.35,17740.15,0
2023-03-06 14:25:00+05:30,17739.75,17744.7,17735.3,17737.95,0
2023-03-06 14:30:00+05:30,17738.05,17742.95,17728.25,17731.6,0
2023-03-06 14:35:00+05:30,17731.9,17734.2,17723.7,17725.15,0
2023-03-06 14:40:00+05:30,17725.1,17732.35,17722.05,17722.05,0
2023-03-06 14:45:00+05:30,17722.05,17731.25,17714.8,17728.8,0
2023-03-06 14:50:00+05:30,17729.2,17729.2,17711.5,17712.2,0
2023-03-06 14:55:00+05:30,17712.35,17718.8,17705.55,17717.9,0
2023-03-06 15:00:00+05:30,17718.9,17723.8,17704.0,17708.9,0
2023-03-06 15:05:00+05:30,17708.05,17714.65,17704.05,17710.5,0
2023-03-06 15:10:00+05:30,17710.6,17713.4,17705.7,17709.35,0
2023-03-06 15:15:00+05:30,17709.3,17717.2,17703.45,17714.0,0
2023-03-06 15:20:00+05:30,17715.75,17716.45,17707.35,17713.5,0
2023-03-06 15:25:00+05:30,17713.5,17727.25,17713.15,17719.85,0
2023-03-08 09:15:00+05:30,17665.75,17665.75,17614.85,17623.15,0
2023-03-08 09:20:00+05:30,17624.0,17640.4,17603.55,17626.25,0
2023-03-08 09:25:00+05:30,17625.95,17633.65,17617.0,17633.35,0
2023-03-08 09:30:00+05:30,17633.05,17683.7,17612.85,17681.0,0
2023-03-08 09:35:00+05:30,17677.55,17692.15,17664.0,17678.4,0
2023-03-08 09:40:00+05:30,17678.85,17685.1,17658.8,17665.95,0
2023-03-08 09:45:00+05:30,17666.15,17673.8,17652.55,17654.0,0
2023-03-08 09:50:00+05:30,17655.0,17683.25,17652.8,17670.05,0
2023-03-08 09:55:00+05:30,17670.15,17688.9,17668.05,17687.75,0
2023-03-08 10:00:00+05:30,17688.5,17698.65,17676.6,17693.4,0
2023-03-08 10:05:00+05:30,17693.8,17710.4,17689.55,17691.2,0
2023-03-08 10:10:00+05:30,17692.45,17706.35,17680.85,17697.2,0
2023-03-08 10:15:00+05:30,17697.6,17698.2,17684.9,17690.5,0
2023-03-08 10:20:00+05:30,17690.5,17711.15,17690.5,17696.95,0
2023-03-08 10:25:00+05:30,17698.0,17709.15,17693.0,17693.0,0
2023-03-08 10:30:00+05:30,17691.85,17711.7,17690.45,17703.45,0
2023-03-08 10:35:00+05:30,17703.45,17706.85,17697.85,17698.25,0
2023-03-08 10:40:00+05:30,17698.7,17700.05,17692.0,17693.7,0
2023-03-08 10:45:00+05:30,17693.85,17705.15,17690.3,17700.7,0
2023-03-08 10:50:00+05:30,17699.85,17704.05,17687.15,17698.2,0
2023-03-08 10:55:00+05:30,17697.4,17705.15,17694.55,17694.55,0
2023-03-08 11:00:00+05:30,17694.5,17699.75,17686.4,17691.95,0
2023-03-08 11:05:00+05:30,17690.65,17697.9,17682.95,17690.75,0
2023-03-08 11:10:00+05:30,17691.45,17691.45,17681.7,17682.2,0
2023-03-08 11:15:00+05:30,17682.8,17688.75,17674.1,17674.95,0
2023-03-08 11:20:00+05:30,17675.55,17678.95,17673.05,17676.25,0
2023-03-08 11:25:00+05:30,17676.45,17684.25,17675.45,17684.05,0
2023-03-08 11:30:00+05:30,17684.2,17689.65,17673.1,17689.65,0
2023-03-08 11:35:00+05:30,17690.4,17694.6,17663.9,17672.7,0
2023-03-08 11:40:00+05:30,17672.8,17673.15,17666.2,17666.95,0
2023-03-08 11:45:00+05:30,17666.6,17671.7,17660.2,17671.2,0
2023-03-08 11:50:00+05:30,17671.55,17672.05,17653.95,17655.8,0
2023-03-08 11:55:00+05:30,17655.85,17656.0,17648.2,17652.55,0
2023-03-08 12:00:00+05:30,17652.7,17653.85,17647.9,17652.35,0
2023-03-08 12:05:00+05:30,17654.05,17660.0,17651.7,17657.1,0
2023-03-08 12:10:00+05:30,17657.4,17662.5,17650.25,17650.75,0
2023-03-08 12:15:00+05:30,17650.7,17663.85,17645.9,17657.15,0
2023-03-08 12:20:00+05:30,17657.0,17658.5,17652.55,17653.9,0
2023-03-08 12:25:00+05:30,17653.75,17658.05,17647.95,17654.8,0
2023-03-08 12:30:00+05:30,17655.55,17670.8,17655.55,17664.25,0
2023-03-08 12:35:00+05:30,17664.45,17673.8,17657.4,17669.5,0
2023-03-08 12:40:00+05:30,17669.55,17669.7,17661.15,17661.6,0
2023-03-08 12:45:00+05:30,17661.3,17675.4,17658.45,17666.15,0
2023-03-08 12:50:00+05:30,17666.35,17680.1,17666.05,17675.7,0
2023-03-08 12:55:00+05:30,17675.5,17678.95,17671.9,17676.65,0
2023-03-08 13:00:00+05:30,17676.65,17680.9,17672.45,17680.9,0
2023-03-08 13:05:00+05:30,17680.9,17682.2,17665.8,17678.6,0
2023-03-08 13:10:00+05:30,17677.5,17684.75,17669.8,17670.95,0
2023-03-08 13:15:00+05:30,17671.0,17676.9,17671.0,17676.25,0
2023-03-08 13:20:00+05:30,17676.3,17686.9,17676.1,17685.6,0
2023-03-08 13:25:00+05:30,17685.45,17688.85,17677.55,17677.85,0
2023-03-08 13:30:00+05:30,17678.5,17685.35,17678.35,17681.75,0
2023-03-08 13:35:00+05:30,17681.45,17681.95,17676.3,17679.1,0
2023-03-08 13:40:00+05:30,17679.0,17683.6,17678.0,17681.95,0
2023-03-08 13:45:00+05:30,17681.9,17689.2,17681.2,17684.8,0
2023-03-08 13:50:00+05:30,17683.95,17693.45,17680.85,17689.9,0
2023-03-08 13:55:00+05:30,17689.45,17699.6,17688.35,17698.85,0
